name,address,lat,lon,midnight_restaurant
Siam Delicacies,Siam Delicacies - Vivo,1.26465388170611,103.8213428013308,False
KFC,KFC - Harbourfront Centre,1.265112280845642,103.8200324,False
PastaMania,PastaMania - Harbourfront Centre,1.2641799649646828,103.82015703955562,False
Qi Ji,Qi Ji - Harbourfront Centre,1.2636727252474884,103.82008210058632,False
Ramen Hitoyoshi,Ramen Hitoyoshi - Harbourfront Centre,1.264568325,103.82015518292684,False
MOS Burger,MOS Burger - Harbourfront Centre,1.264458504744649,103.82019433,False
Butter Bean,Butter Bean - Vivo City,1.2650405990377465,103.82162332219036,False
Juk Story,Juk Story - Harbourfront Centre,1.26508654314049,103.819863929222,False
Simply Wrapps,Simply Wrapps - Habourfront Centre,1.2647053,103.82012061764704,False
Jian Bo Tiong Bahru Shui Kueh,Jian Bo Tiong Bahru Shui Kueh - Harbourfront Centre,1.2648663,103.8202786,False
Jia Xiang Sarawak Kolo Mee,Jia Xiang Sarawak Kolo Mee - Vivocity,1.2648005554454045,103.82097761772388,False
Aspirasi Chicken Rice,Aspirasi Chicken Rice - Seah Im Food Centre,1.2663042,103.8194103,False
Seoul Garden Hot Pot,Seoul Garden Hot Pot - Harbourfront Centre,1.2648091689492134,103.82017991932696,False
Arbora Garden and Bistro,Arbora Garden and Bistro - Faber Peak,1.2713359,103.81932634232888,False
Juiceland,Juiceland - Harbourfront Centre,1.26471053090672,103.82008666666668,False
Tuk Tuk Cha,Tuk Tuk Cha - HarbourFront Centre,1.264859052134241,103.82017240886108,False
Umi's Spices Nasi Padang @ Bagus,Umi's Spices Nasi Padang @ Bagus - Harbourfront Centre,1.264400164052475,103.82026302670556,False
Yuan Ji Roasted Delights,Yuan Ji Roasted Delights - Bukit Purmei Road,1.2740054,103.82572212666663,False
Starbucks,Starbucks - Harbourfront Centre,1.2647893,103.820107,False
Hitoyoshi Yoshi Sushi,Hitoyoshi Yoshi Sushi - Harbourfront Centre,1.2647107,103.8201913501474,False
Nature Vegetarian Cuisine,Nature Vegetarian Cuisine - Bukit Purmei Road,1.2747494,103.8263985,False
Heavenly Wang,Heavenly Wang - Harbourfront Centre,1.2649665,103.8197654,False
Yoshinoya,Yoshinoya - Harbourfront Centre,1.2647490999958937,103.8201391,False
Crave,Crave - Harbourfront Centre,1.2651054588663726,103.82031739602866,False
The Pup's Boutique,The Pup's Boutique - Silat Avenue,1.27722,103.83106,False
Hao jia Ban Mian,Hao Jia Ban Mian - Habourfront Centre,1.2637968,103.820219,False
Dragon Bowl Z,Dragon Bowl Z - Harbourfront Centre,1.2653122,103.82078872222222,False
La Takorea,La Takorea Korean-Mexican Cuisine - Harbourfront Centre,1.26508654314049,103.819863929222,False
Devil Chilli Mala Hot Pot,Devil Chilli Mala Hot Pot - VivoCity,1.26464,103.821132,False
Harry's,Harry's - Harbourfront,1.2650626,103.81995974444445,False
Each A Cup,Each A Cup - Jalan Bukit Merah,1.27766882756842,103.830874898148,False
Song Fa Bak Kut Teh,Song Fa Bak Kut Teh - Harbourfront Centre,1.264832,103.82013346128326,False
Ya Kun Kaya Toast,Ya Kun Kaya Toast - Harbourfront Centre,1.2651328698642743,103.82009936379184,False
Lao He Ji,Lao He Ji - Vivo City,1.2646790576448552,103.82097699654072,False
TwoHana,TwoHana - Harbourfront Centre,1.26508654314049,103.819863929222,False
Panamericana,Panamericana - Sentosa Golf Club ,1.243977587600785,103.82910886052908,False
Baskin Robbins,Baskin Robbins - Harbourfront Centre,1.2642309214142038,103.82019447609096,False
Daniu Teochew Seafood Restuarant,Daniu Teochew Seafood Restuarant - Kampong Bahru Road,1.27654,103.835979,False
Prive Keppel Bay,Prive Keppel Bay - Marina @ Keppel Bay,1.2640233,103.81255120936562,False
Char Grill Bar,Char Grill Bar - Telok Blangah Crescent,1.277410313,103.8200689,False
Poke Nachos,Poke Nachos - Harbourfront Centre,1.2644927,103.8201964,False
Yi Jia Feng Wei,Yi Jia Feng Wei - Bukit Permei Ville,1.2740044,103.8258309511766,False
McDonald's,McDonald's - HarbourFront Center,1.2648520469665523,103.82027000188826,False
Jalan Tua Kong Ya Lim Mee Pok,Jalan Tua Kong Ya Lim Mee Pok - Telok Blangah Crescent,1.277626309689893,103.81970780919528,True
Chef Icon Nature Bakery,Chef Icon Nature Bakery - Kampong Bahru Road,1.2772851,103.8368752,False
Fuel Plus,Fuel Plus - Morse Road,1.2696302,103.8148563,False
EAT.,EAT. - Harbourfront Centre,1.2649057,103.8202942,False
Kekito Low Carb and Keto,Kekito Low Carb &  Keto - Everton Park,1.27705385592198,103.838590160427,False
Wang Nasi Lemak Kukus,Wang Nasi Lemak Kukus - Safra Clubhouse (Mount Faber),1.2775795714285714,103.81737056572383,False
Guo Chang Mala Hotpot Zhi Char,Guo Chang Mala Hotpot Zhi Char - Everton Park,1.277036,103.8392459,False
Morettino Italian Cafe & Bistro,Morettino Italian Cafe & Bistro - 100 AM Mall,1.274593605245832,103.84338012173752,False
Kraftwich by Swissbake,Kraftwich by Swissbake - Harbourfront Centre,1.2649583333333332,103.8201095,False
Steamed Treasures,Steamed Treasures - Harbourfront Centre,1.26499332514385,103.819873451343,False
SG Eat Food Court,SG Eat Food Court - 100 AM,1.27467005,103.84342985,False
Little Part 1 Cafe,Little Part 1 Cafe - Blair Road,1.2757997,103.83570738,False
55 Degree Celsius,55 Degree Celsius - Harbourfront Centre,1.26508654314049,103.819863929222,False
Az Zumar Drink Stall,Az Zumar Drink Stall - Seah Im Food Centre,1.266324,103.8193962,False
Teck Neo Peranakan Restaurant,Teck Neo Peranakan Restaurant - Telok Blangah Rise,1.2729439,103.82244296666669,False
Sip N' Lick,Sip N' Lick - Bukit Purmei Ville,1.2739849901474,103.82540756169,False
Simply Thai Mookata,Simply Thai Mookata - Tanjong Pagar Complex,1.2719454,103.8424175,False
San Laksa Steamboat,San Laksa Steamboat - Telok Blangah Road,1.2696377,103.8137392,False
Ann's Gourmet Place,Ann's Gourmet Place - Tanjong Pagar Complex,1.2719732,103.84273834203496,False
Mr Bean,Mr Bean - Singapore General Hospital,1.2793724,103.83531735,False
Seah Im Fish Porridge & Yong Tao Foo,Seah Im Fish Porridge & Yong Tao Foo - Seah Im Food Centre,1.2664655,103.8192675,False
Ya,Ya-mahyuddin Al-jailani Restaurant - Kampong Bahru Road,1.2761408,103.83541069,True
Xin Hao Wei Seafood,Xin Hao Wei Seafood - Kim Tian Vista,1.280718000580091,103.8281216235294,False
Skirt,Skirt - W Singapore Sentosa Cove [Islandwide Delivery],1.2464016333333334,103.8423954,False
The Kitchen Table,The Kitchen Table - W Singapore Sentosa Cove,1.246307011,103.8423332,False
Oh Some Bowls,Oh Some Bowls - Tanjong Pagar Plaza,1.27547482,103.84289365,False
@3,@3 - Kampong Bahru Road,1.2765941093862,103.835871834728,False
Kimly Dim Sum,Kimly Dim Sum - Telok Blangah Crescent,1.2770619,103.81919883201256,True
Lakshimi Vilas Restaurant,Lakshimi Vilas Restaurant - Morse Road,1.2695833,103.8149494,False
JED's,JED's - Cantonment Road,1.2755019328516006,103.84307866356464,False
Zhou Ji Ban Mian,Zhou Ji Ban Mian - Telok Blangah Crescent,1.2771015176470588,103.81919535,True
Bismillah Biryani,Bismillah Biryani - Shenton Way,1.2734491,103.8459211,False
Kith Cafe,Kith Cafe - Spottiswoode Park Road,1.277023,103.8370148,False
Al Hudah Restaurant,Al Hudah Restaurant - Telok Blangah Crescent,1.2779946,103.8198531,False
Kream & Kensho,Kream & Kensho - 33 Kampong Bahru Road [Islandwide Delivery],1.2770163559800949,103.83634653404306,False
Akbar 24 Hours Restaurant,Akbar 24 Hours Restaurant - Lim Teck Kim Road [Islandwide Delivery],1.273545344145944,103.8427564,True
Sakunthala's Restaurant,Sakunthala's Restaurant - Safra Clubhouse - Mount Faber,1.2774651,103.8176057,False
Canadian Pizza,Canadian Pizza - Kampong Bahru Road,1.2762709598548128,103.83552111017896,True
Three Point Two Gelato & Coffee House,Three Point Two Gelato & Coffee House - Kampong Bahru Road,1.2761714,103.8355593,False
Fu Lee Seafood,Fu Lee Seafood - Telok Blangah Drive,1.27168088,103.8099423,False
Buer Mala Xiang Guo,Buer Mala Xiang Guo - Jalan Bukit Merah,1.2777037,103.831180375,False
Outram Ya Hua Bak Kut Teh,Outram Ya Hua Bak Kut Teh - Tanjong Pagar Complex [Islandwide Delivery],1.2723528,103.84218427142858,False
Shi Wei Seafood,Shi Wei Seafood - Telok Blangah Street  32,1.2737879,103.80894500000002,False
Benkei  Traditional Chicken Rice,Benkei  Traditional Chicken Rice - Bukit Merah,1.2780583224207944,103.83083508129197,False
Fong Hup,Fong Hup - Telok Blangah Drive,1.2716936,103.8098557,False
Az Zumar Restaurant,[CLOSED] Az Zumar Restaurant - Kampong Bahru Road ,1.2766612084233897,103.8359815107309,True
Rice Ink,Rice Ink - Onze @ Tanjong Pagar,1.27469,103.84225319400788,False
Cheng Ji Chicken Rice,Cheng Ji Chicken Rice - Telok Blangah Crescent,1.2770886,103.8191607,False
Charcoal Roasted Delights,Charcoal Roasted Delights - Telok Blangah,1.2717786570353695,103.80980826960928,False
Curry Village Restaurant,Curry Village Restaurant - Lim Teck Kim Road,1.2735417,103.8425812025,True
The Lokal,The Lokal - Neil Road [Islandwide Delivery],1.2783282,103.8409855,False
Ming Kitchen Seafood 名厨煮炒,Ming Kitchen Seafood 名厨煮炒 - Telok Blangah Crescent,1.2771168,103.8191364,False
Mariners' Corner Restaurant,Mariners' Corner Restaurant - Maritime House,1.276647946532806,103.84059001852746,False
Yayoi Japanese Restaurant,YAYOI Japanese Restaurant - 100AM,1.27458425150175,103.84350366974218,False
Ding Ji,Ding Ji -  Membina Court,1.2821807,103.8255071,True
Ballad Of Anna May,Ballad Of Anna May - Craig Road,1.2781,103.84189,False
Plain Vanilla Bakery,Plain Vanilla Bakery - Neil Road [Islandwide Delivery],1.27711,103.83706,False
Dimbulah Grains,Dimbulah CHOPPED Salads & Pasta - Anson House,1.2736432,103.84465131918326,False
Old Habits Boutique And Cafe,Old Habits Boutique And Cafe - Safra Mt Faber,1.2772713666666666,103.8174524,False
Kajiken,Kajiken - Tras Link [Islandwide Delivery],1.2771961804472,103.8436091,False
Yu Jian Mala Xiang Guo 遇见麻辣香锅,Yu Jian Mala Xiang Guo 遇见麻辣香锅 - Telok Blangah Drive,1.2738785,103.81065111666666,False
Chao Yuan Gourmet,Chao Yuan Gourmet - Everton Park,1.276850475,103.8389194,False
Puteca Abate,Puteca Abate - The Working Capitol,1.2788029,103.84158748,False
Woobbee,Woobbee - Tanjong Pagar,1.2754156,103.84295571856998,False
Lickers,Lickers - Mount Faber Green,1.2780276,103.81855132,True
Pin Yi Ban Mian,Pin Yi Ban Mian - International Plaza,1.275726,103.845737,False
The Xiang Pavilion,The Xiang Pavilion - 100AM,1.2750795284771357,103.84352096185164,False
Deen Indian Muslim Food,Deen Indian Muslim Food - Everton Park,1.2768633333333337,103.83898311869902,False
Hanguk Kitchen,Hanguk Kitchen - Tanjong Pagar Road,1.27757,103.84361,False
Oatberry Granola Kitchen,Oatberry Granola Kitchen - Telok Blangah Drive [Islandwide Delivery],1.2719319,103.8097742,False
The Butcher's Wife,The Butcher's Wife - Yong Siak View [Islandwide Delivery],1.2828053,103.8302269,False
Indian Muslim Stall,Indian Muslim Stall - Lower Delta Road,1.280949929968186,103.8233394854566,False
Ma Maison Kitchen,Ma Maison Kitchen - 100 AM,1.2745722984615384,103.84345835,False
Rattana Thai Restaurant,Rattana Thai Restaurant - Tanjong Pagar Plaza,1.2749269861643973,103.84275041042858,False
YeShanghai Lok Lok and Teochew Porridge,YeShanghai Lok Lok and Teochew Porridge – Tiong Bahru Orchid [Islandwide Delivery],1.280085690970117,103.8248575,False
Wanton: Lucky Cup,Wanton: Lucky Cup - Tanjong Pagar Centre,1.2766044,103.8450326,False
Jewel 8 Thai Edition,Jewel 8 Thai Edition - Skysuites @ Anson,1.27422415,103.84395605,False
Menya Kokoro,Menya Kokoro - 100AM Mall [Islandwide Delivery],1.2745844,103.8434588,False
RC Western Grill,RC Western Grill - Tiong Bahru Food Centre,1.28142256,103.823135,False
Hummus Bar,BAR-CELONA,1.2784825,103.8427164,False
iTEA,iTEA - Tanjong Pagar,1.2752893078441991,103.8428607,False
Happy Cup,Happy Cup - 100 AM,1.274611885,103.8434696,False
Belle,Belle-Ville Pancake Cafe - 100 AM,1.2746526,103.8434826888889,False
Mission Juice,Mission Juice - Icon Village,1.2755953,103.84463251059078,False
Saboten,Saboten - 100 AM,1.2746250636363636,103.8435213,False
O.BBa Jjajang,O.BBa Jjajang - 77 Tanjong Pagar Road [Islandwide Delivery],1.277960872416358,103.84371133085688,False
Itadakimasu by PARCO - Mix & Match,Itadakimasu by PARCO - Mix & Match,1.274673440273162,103.84361020555264,False
Yomie's Rice x Yoghurt,Yomie's Rice x Yoghurt - Tanjong Pagar Plaza,1.2772074580245965,103.8430318,False
Konjiki Hototogisu,Konjiki Hototogisu - 100AM,1.2747817026527153,103.84351247272728,False
Menya Sanji Ramen,Menya Sanji Ramen - Tanjong Pagar,1.2768544,103.8436224,False
The Public Izakaya,The Public Izakaya - 100AM,1.2745892333333333,103.843848,False
Salmon Samurai,Salmon Samurai - 100AM,1.2747646,103.84379545555556,False
Twins Korean Restaurant,Twins Korean Restaurant - Craig Road,1.2774854,103.8429819,False
Chicky Fun Chicken Rice,Chicky Fun Chicken Rice - Singapore General Hospital,1.2798012328890709,103.83430624173582,False
Dj Bakery,Dj Bakery - Tanjong Pagar Plaza,1.275195575,103.8432783,False
Jacky Penang Xiao Chi & Western 槟城小吃,Jacky Penang Xiao Chi & Western 槟城小吃 - Lower Delta Road,1.2809338810113773,103.8234102,False
Ji Xiang Everton Ang Ku Kueh,Ji Xiang Everton Ang Ku Kueh - Everton Park,1.277449,103.840058,False
Tokyo Soba,Tokyo Soba - Icon Village,1.2754604,103.8439858,False
The Blue Ginger Restaurant,The Blue Ginger Restaurant - Tanjong Pagar Road [Islandwide Delivery],1.27740361,103.84360970868488,False
Good Eat’s Family Restaurant,Good Eat's Family Restaurant - Tanjong Pagar Plaza,1.2753738158652193,103.84328864948856,True
Chirashi King Kong,Chirashi King Kong - Tanjong Pagar Plaza,1.275943,103.8430078,False
Populus Food & Coffee Co.,Populus Food & Coffee Co. [Islandwide Delivery],1.2780792,103.8407983,False
Chuan Kee Seafood,Chuan Kee Seafood -  Lower Delta Road,1.2813839,103.823365,False
Bara,Bara - Icon Village,1.27480282,103.84456296,False
Unagi Vs Salmon,Unagi Vs Salmon - Gopeng Street,1.275431922779589,103.84469665835375,False
Leopold Gastrobar,Leopold Gastrobar - Tanjong Pagar Road ,1.2781654,103.84379,False
Ah Chiang's Porridge,Ah Chiang's Porridge - Tiong Poh Road [Islandwide Delivery],1.2830975055694578,103.8330066,False
Laik Craft Beers And Bar,Laik Craft Beers And Bar - Tanjong Pagar Plaza,1.2766283333333337,103.843625,False
Bluemist Cafe & Bistro,Bluemist Cafe & Bistro - Tanjong Pagar Plaza,1.27728291192697,103.842766106761,False
Owl Bar,Owl Bar - Medical Alumni Bldg,1.2824465635696498,103.8359320428866,False
Tuan Yuan Pork Ribs Soup,Tuan Yuan Pork Ribs Soup - Kim Tian Road,1.2822569,103.828845,False
Pasta Brava,Pasta Brava - Craig Road,1.2775282791873273,103.84269788,False
Miso Salmon,Miso Salmon - Peck Seah Street [Islandwide Delivery],1.2777,103.8449,False
Japanese Korean Cuisine,Japanese Korean Cuisine - Membina Court,1.2827873,103.82609099999998,False
Bearded Bella,Bearded Bella - Tanjong Pagar [Islandwide Delivery],1.27751094,103.84285793825543,False
Killiney,Killiney-Henderson Road - Apex - Henderson,1.2829079096774194,103.82044313509132,False
Sukhothai Thai Noodle,Sukhothai Thai Noodle - Orchid Hotel,1.2771618,103.8434135061591,False
Una,Una - Alkaff Mansion,1.2785143,103.8132402,False
Wang Caifan,Wang Caifan - Jalan Membina,1.28271218,103.82605761,False
Collin's Grille,Collin's Grille - Jalan Membina,1.2828378177074216,103.82599830313706,True
Kko Kko Na Ra,Kko Kko Na Ra - 68 Tanjong Pagar Road [Islandwide Delivery],1.27875225,103.8439193,False
40 Hands,40 Hands - Yong Siak Street [Islandwide Delivery],1.2826581,103.83028951122664,False
Souvlaki Bar By Fotia,Souvlaki Bar By Fotia - Duxton Hill [Islandwide Delivery],1.2781818861158172,103.8426160458306,False
The Wine & Gourmet Friends,The Wine & Gourmet Friends - Bukit Pasoh Road,1.2796382,103.8404384,False
Wildseed Cafe,Wildseed Cafe - Alkaff Mansion,1.2786793,103.8132329,False
Paninoteca,Paninoteca - Tras Street [Islandwide Delivery],1.2788095,103.8444281,False
Creamier Handcrafted Ice Cream & Coffee,Creamier Handcrafted Ice Cream & Coffee - Yong Siak Street [Islandwide Delivery],1.2827467,103.830225,False
Miss Tea,Miss Tea - International Plaza,1.2756655545454545,103.8459138,False
New Harbour Cafe & Pub,New Harbour Cafe & Pub - Tanjong Pagar Road,1.2778069,103.8436267,False
Membina Court Foodloft,Membina Court Foodloft - Mix & Match,1.28288385,103.82636919,False
Claypot Edition,Claypot Edition - Telok Blangah Street 32,1.27378414,103.809098960543,False
Bober Tea,Bober Tea - Jalan Bukit Merah,1.28251,103.82129,False
Ah Lock & Co,Ah Lock & Co - Guoco Tower,1.2766677,103.84503665426786,False
d.o.c,d.o.c - Tanjong Pagar Road [Islandwide Delivery],1.2794944180037362,103.84401755670206,False
The New And Old Café,The New And Old Café - International Plaza [Islandwide Delivery],1.275803,103.846261,False
Randy Indulgence,Randy Indulgence - Tanjong Pagar Centre,1.2767688246621276,103.84541947551622,False
Ya Lor Braised Duck,Ya Lor Braised Duck - Guoco Tower [Islandwide Delivery],1.2770827413387025,103.84504738032588,False
O'Coffee Club Xpress,O'Coffee Club Xpress - Academia,1.2818372,103.8352761,False
O.BBa BBQ,O.BBa BBQ - Tanjong Pagar Road [Islandwide Delivery],1.278326,103.843829,False
The Teochew Kitchenette,The Teochew Kitchenette - Tanjong Pagar Plaza,1.2767811,103.843337175,False
Fleur De Sel Le Restaurant,Fleur De Sel Le Restaurant - Tras Street [Islandwide Delivery],1.2777340783515714,103.84432177,False
Han's,Han's - Tanjong Pagar Centre,1.276663749579832,103.84502100000002,False
D.Bespoke,D.Bespoke - Bukit Pasoh Road,1.2785941,103.8409862,False
Parallel Coffee Roaster,Parallel Coffee Roaster - Duxton Hill [Islandwide Delivery],1.278849427003664,103.84295428542444,False
L'Entrecote The Steak and Fries Bistro (Duxton Hill),L'Entrecôte The Steak & Fries Bistro (Duxton Hill),1.2790609,103.8429068,False
Cafe Sofi,Cafe Sofi - Craig Road,1.27753,103.8427808,False
The Feather Blade,The Feather Blade - Tanjong Pagar Road [Islandwide Delivery],1.278359305,103.8438855,False
Flock Cafe,Flock Cafe - Tiong Bahru Estate,1.2836587,103.83020482,False
Hoyeah Nasi Lemak,Hoyeah Nasi Lemak - Bukit Merah Central,1.2830137778648996,103.816564,False
Rockon Tokyo,Rockon Tokyo - Tanjong Pagar Road [Islandwide Delivery],1.2780568,103.8435296,False
Sauced Steakhouse,Sauced Steakhouse - Duxton Hill ,1.2791792651586746,103.84278650347392,False
Le Le Pot,Le Le Pot - Tiong Bahru Estate,1.2847778,103.83286475118145,False
Old Chang Kee,Old Chang Kee - Telok Blangah Community Club,1.27485,103.80787,False
The Palace Korean Restaurant,The Palace Korean Restaurant - Springleaf Tower [Islandwide Delivery],1.2752298,103.8460662,False
Xiao Ya Tou,Xiao Ya Tou - Duxton Hill [Islandwide Delivery],1.2792286,103.8429124,False
Baristart Coffee Singapore,Baristart Coffee Singapore - Tras Street [Islandwide Delivery],1.2777329,103.84431235789474,False
Bar Cicheti,Bar Cicheti - 10 Jiak Chuan Road [Islandwide Delivery],1.2798796,103.8418643,False
Xiao Xiang Guan Mala Hotpot,Xiao Xiang Guan Mala Hotpot- Membina Court,1.2827319333333334,103.8260327,False
Sheng Ji Fishball Noodles,Sheng Ji Fishball Noodles - Bukit Merah View,1.2845343,103.8210214,False
Tanjong Pagar - Beta,Tanjong Pagar Mix & Match [Islandwide Delivery],1.278795323912462,103.84383896037384,False
Pince and Pints,Pince and Pints - Duxton [Islandwide Delivery],1.2790339,103.8433123630438,False
Lime House,Lime House Caribbean - Jiak Chuan Road ,1.2796306,103.8417095,False
Char Grill Bar,Char Grill Bar - Jalan Membina,1.282784640756546,103.82557665621567,False
Torasho Ramen & Charcoal Bar,Torasho Ramen & Charcoal Bar - Tras Street,1.27881185,103.8443051,False
Red Holic,Red Holic - 88 Tanjong Pagar Road [Islandwide Delivery],1.2783503,103.84382897129666,False
Monument Lifestyle,Monument Lifestyle - Yong Siak View,1.2827933,103.830095,False
Tiong Bahru Lee Hong Kee Cantonese Roasted,Tiong Bahru Lee Hong Kee Cantonese Roasted - Tiong Bahru Market [Stall 60],1.2849578,103.832329,False
House Of Peranakan Petit,House Of Peranakan Petit - Eng Hoon Street,1.2836866,103.83433668,False
Drips Bakery Cafe,Drips Bakery Cafe - Tiong Poh Road,1.2836213561730183,103.8340283047282,False
Buko Nero,Buko Nero - 126 Tanjong Pagar Road [Islandwide Delivery],1.2776628,103.84357282029065,False
WKD Cuts,WKD Cuts - Duxton  ,1.279179265,103.8427865,False
Ristorante Luka,Ristorante Luka - Tanjong Pagar Road [Islandwide Delivery],1.2799078,103.84392642884328,False
